1974 1 1 -999.0
1974 1 2 -999.0
1974 1 3 -999.0
1974 1 4 -999.0
1974 1 5 -999.0
1974 1 6 -999.0
1974 1 7 -999.0
1974 1 8 -999.0
1974 1 9 -999.0
1974 1 10 -999.0
1974 1 11 -999.0
1974 1 12 -999.0
1974 1 13 -999.0
1974 1 14 -999.0
1974 1 15 -999.0
1974 1 16 -999.0
1974 1 17 -999.0
1974 1 18 -999.0
1974 1 19 -999.0
1974 1 20 -999.0
1974 1 21 -999.0
1974 1 22 -999.0
1974 1 23 -999.0
1974 1 24 -999.0
1974 1 25 -999.0
1974 1 26 -999.0
1974 1 27 -999.0
1974 1 28 -999.0
1974 1 29 -999.0
1974 1 30 -999.0
1974 1 31 -999.0
1974 2 1 -999.0
1974 2 2 -999.0
1974 2 3 -999.0
1974 2 4 -999.0
1974 2 5 -999.0
1974 2 6 -999.0
1974 2 7 -999.0
1974 2 8 -999.0
1974 2 9 -999.0
1974 2 10 -999.0
1974 2 11 -999.0
1974 2 12 -999.0
1974 2 13 -999.0
1974 2 14 -999.0
1974 2 15 -999.0
1974 2 16 -999.0
1974 2 17 -999.0
1974 2 18 -999.0
1974 2 19 -999.0
1974 2 20 -999.0
1974 2 21 -999.0
1974 2 22 -999.0
1974 2 23 -999.0
1974 2 24 -999.0
1974 2 25 -999.0
1974 2 26 -999.0
1974 2 27 -999.0
1974 2 28 -999.0
1974 2 29 -999.0
1974 2 30 -999.0
1974 2 31 -999.0
1974 3 1 -999.0
1974 3 2 -999.0
1974 3 3 -999.0
1974 3 4 -999.0
1974 3 5 -999.0
1974 3 6 -999.0
1974 3 7 -999.0
1974 3 8 -999.0
1974 3 9 -999.0
1974 3 10 -999.0
1974 3 11 -999.0
1974 3 12 -999.0
1974 3 13 -999.0
1974 3 14 -999.0
1974 3 15 -999.0
1974 3 16 -999.0
1974 3 17 -999.0
1974 3 18 -999.0
1974 3 19 -999.0
1974 3 20 -999.0
1974 3 21 -999.0
1974 3 22 -999.0
1974 3 23 -999.0
1974 3 24 -999.0
1974 3 25 -999.0
1974 3 26 -999.0
1974 3 27 -999.0
1974 3 28 -999.0
1974 3 29 -999.0
1974 3 30 -999.0
1974 3 31 -999.0
1974 4 1 -999.0
1974 4 2 -999.0
1974 4 3 -999.0
1974 4 4 -999.0
1974 4 5 -999.0
1974 4 6 -999.0
1974 4 7 -999.0
1974 4 8 -999.0
1974 4 9 -999.0
1974 4 10 -999.0
1974 4 11 -999.0
1974 4 12 -999.0
1974 4 13 -999.0
1974 4 14 -999.0
1974 4 15 -999.0
1974 4 16 -999.0
1974 4 17 -999.0
1974 4 18 -999.0
1974 4 19 -999.0
1974 4 20 -999.0
1974 4 21 -999.0
1974 4 22 -999.0
1974 4 23 -999.0
1974 4 24 -999.0
1974 4 25 -999.0
1974 4 26 -999.0
1974 4 27 -999.0
1974 4 28 -999.0
1974 4 29 -999.0
1974 4 30 -999.0
1974 4 31 -999.0
1974 5 1 -999.0
1974 5 2 -999.0
1974 5 3 -999.0
1974 5 4 -999.0
1974 5 5 -999.0
1974 5 6 -999.0
1974 5 7 -999.0
1974 5 8 -999.0
1974 5 9 -999.0
1974 5 10 -999.0
1974 5 11 -999.0
1974 5 12 -999.0
1974 5 13 -999.0
1974 5 14 -999.0
1974 5 15 -999.0
1974 5 16 -999.0
1974 5 17 -999.0
1974 5 18 -999.0
1974 5 19 -999.0
1974 5 20 -999.0
1974 5 21 -999.0
1974 5 22 -999.0
1974 5 23 -999.0
1974 5 24 -999.0
1974 5 25 -999.0
1974 5 26 -999.0
1974 5 27 -999.0
1974 5 28 -999.0
1974 5 29 -999.0
1974 5 30 -999.0
1974 5 31 -999.0
1974 6 1 -999.0
1974 6 2 -999.0
1974 6 3 -999.0
1974 6 4 -999.0
1974 6 5 -999.0
1974 6 6 -999.0
1974 6 7 -999.0
1974 6 8 -999.0
1974 6 9 -999.0
1974 6 10 -999.0
1974 6 11 -999.0
1974 6 12 -999.0
1974 6 13 -999.0
1974 6 14 -999.0
1974 6 15 -999.0
1974 6 16 -999.0
1974 6 17 -999.0
1974 6 18 -999.0
1974 6 19 -999.0
1974 6 20 -999.0
1974 6 21 -999.0
1974 6 22 -999.0
1974 6 23 -999.0
1974 6 24 -999.0
1974 6 25 -999.0
1974 6 26 -999.0
1974 6 27 -999.0
1974 6 28 -999.0
1974 6 29 -999.0
1974 6 30 -999.0
1974 6 31 -999.0
1974 7 1 -999.0
1974 7 2 -999.0
1974 7 3 -999.0
1974 7 4 -999.0
1974 7 5 -999.0
1974 7 6 -999.0
1974 7 7 -999.0
1974 7 8 -999.0
1974 7 9 -999.0
1974 7 10 -999.0
1974 7 11 -999.0
1974 7 12 -999.0
1974 7 13 -999.0
1974 7 14 -999.0
1974 7 15 -999.0
1974 7 16 -999.0
1974 7 17 -999.0
1974 7 18 -999.0
1974 7 19 -999.0
1974 7 20 -999.0
1974 7 21 -999.0
1974 7 22 -999.0
1974 7 23 -999.0
1974 7 24 -999.0
1974 7 25 -999.0
1974 7 26 -999.0
1974 7 27 -999.0
1974 7 28 -999.0
1974 7 29 -999.0
1974 7 30 -999.0
1974 7 31 -999.0
1974 8 1 -999.0
1974 8 2 -999.0
1974 8 3 -999.0
1974 8 4 -999.0
1974 8 5 -999.0
1974 8 6 -999.0
1974 8 7 -999.0
1974 8 8 -999.0
1974 8 9 -999.0
1974 8 10 -999.0
1974 8 11 -999.0
1974 8 12 -999.0
1974 8 13 -999.0
1974 8 14 -999.0
